-0.3745,0.1178,0.4418,0.2541,1.5828,-1.4544,0.3034,1.2399,2.0417,0.1408,0.6767,0.2199,0.2923,-0.3774,-0.7808,-0.3329,0.8638,0.2318,0.3269,-0.3301,0
-1.5608,0.5185,-0.1318,-1.8130,-1.5491,-0.6173,-0.6795,0.3466,-1.3955,-1.9177,-1.7928,-0.4570,-0.4247,-0.6217,-1.5846,0.2723,-0.0409,0.7204,2.2822,-0.7177,1
0.1299,1.9149,0.2941,0.7851,0.5622,1.4490,1.4255,2.6619,0.5089,0.4713,-0.0456,-1.7705,1.6970,0.4143,1.7386,0.2369,-1.1721,-0.4562,-0.3365,1.0530,0
-0.4232,0.2428,-0.7855,-0.3735,0.9157,-1.9553,-0.7408,0.2564,-0.2516,0.4371,-1.1297,-0.2191,-0.8681,-0.7606,0.9260,-0.4149,0.1215,-1.4209,-1.3910,-0.5982,1
0.1323,0.2809,0.4622,1.4235,0.7598,1.1644,-0.8979,-0.7297,-0.3900,-0.4986,-1.0892,0.7548,0.7454,-0.9166,0.4783,-0.0905,-0.9831,-0.6354,1.4322,-0.4785,0
-0.8454,-1.0011,-0.7303,-0.6870,-1.7208,0.3008,0.4111,-1.7828,-1.1747,-0.9617,-0.8222,-0.7218,0.1703,1.2630,-1.7908,0.4532,0.7407,-2.2247,-1.3888,0.2776,1
0.6687,0.2929,1.1075,1.6961,1.8748,0.5646,0.8059,0.9501,-0.4795,-0.4737,0.9324,1.1515,0.9679,-2.0833,1.2254,0.5768,0.4580,-1.2314,1.1632,1.2451,0
0.9038,-0.1451,-1.4373,-0.1701,0.9026,-0.4671,-2.0003,-1.5299,1.1786,1.1188,-0.9055,-1.5270,-1.5912,-0.4699,1.1508,-1.5104,0.2311,-2.2162,0.4453,0.4944,1
-1.6376,0.2424,-1.4638,-0.3769,-0.6959,-0.9742,1.0728,0.4603,-0.6792,0.5041,-1.7349,-1.0112,-0.5721,-0.0263,-0.5688,0.5616,1.0131,-1.8545,-1.6923,0.4092,1
1.1932,0.0081,1.7121,1.6955,1.0545,-0.0468,0.3990,0.9843,-0.3442,-0.9810,0.8555,-0.8887,0.4847,1.2657,1.3795,0.1592,0.4015,0.2124,0.2640,-0.2140,0
-1.1761,1.2719,-0.5768,0.9051,0.2026,1.2760,-1.3503,0.4413,-1.6846,-0.9668,-1.2536,-1.6853,0.5135,-0.0499,-0.6589,0.8129,1.4900,-1.4493,-0.0279,1.3359,1
-0.0678,-1.8404,0.4010,-0.5259,0.0059,-0.6725,0.4283,-0.1761,-0.6211,-1.6722,0.5255,-0.0946,0.6072,0.8574,-0.7052,-1.3473,-1.2025,2.3271,-0.7150,0.0788,1
0.8065,-0.8008,0.1110,0.5669,-1.3224,0.9955,1.1592,0.5435,0.1524,-0.5977,-0.2295,1.8841,2.6136,0.6175,-0.2546,0.7617,0.1194,2.0976,0.6554,0.5374,0
-0.3492,1.1094,0.2212,-0.5303,-0.6369,-1.1014,0.7364,0.3487,1.9772,0.2455,-0.2762,1.8212,2.1688,1.1582,0.0157,1.6055,0.1046,-0.1617,-0.2490,0.3964,0
0.3162,0.3220,1.7297,-2.0921,0.6127,0.5966,0.9353,-0.3498,-1.0080,0.7248,-1.5988,0.1828,-0.9116,-1.2278,-1.0880,1.3416,-0.1232,-1.3375,-1.3569,-1.3627,1
0.7230,1.4402,-0.5328,1.2468,0.4888,0.1285,-0.1207,-1.9389,-0.5590,-0.2175,-0.8227,-0.6826,-0.2733,-1.3860,-1.1173,-0.6979,1.4452,-0.8355,-1.6735,0.0284,1
-0.5981,-0.4018,-0.1508,0.0036,0.3811,0.2975,-0.3555,1.5361,0.3294,-0.2120,-1.5044,-2.4168,-1.2540,-0.0505,-1.2891,1.1528,-0.1937,-1.2621,-1.9242,-0.8147,1
-0.7103,-2.0386,0.3912,-0.2211,-0.7757,-0.3849,-0.6456,-0.9680,0.0847,-0.7733,-1.8866,-0.6262,-1.3397,1.1049,-0.7681,-1.8164,-0.6346,-1.9349,1.4536,0.2369,1
2.1753,1.3112,0.6340,0.2407,2.4834,-0.3123,1.3719,3.5386,-0.7590,2.0556,0.6947,0.2091,0.1252,0.9692,1.2880,0.9163,0.1226,1.9842,-1.1747,1.0020,0
-0.9713,0.9256,0.3812,-0.1399,-0.0414,-0.5884,-0.6395,0.7044,-2.3345,-0.7969,-1.0691,-1.1202,0.4016,0.4468,1.8662,0.3703,-0.3356,-1.3098,-0.7236,1.1277,1
-0.4796,-1.0606,-2.8034,-1.2337,-1.1638,-0.2495,-1.8356,0.5892,-1.5668,-0.2822,-1.1329,0.2653,-0.6947,0.5523,-0.6182,-0.1580,-1.1843,-1.1891,-0.1271,-0.8989,1
