0.509429131,0.242925562,-0.06056828,0.879613627,0.90447011,-1.524027034,-2.208746043,-0.06507032,-0.988542635,1.34901446,1.125742839,-0.414758043,0.114386983,0.506729729,-1.111159748,2.92615994,0.36421025,0.66635972,0.422780895,0.264491919,1
0.683895002,-0.405134623,-0.72499730,-1.124866624,-0.42248515,-0.617050648,-0.003491974,0.60876041,0.466536516,-2.73588318,0.621457169,1.099606985,0.749580406,0.352274258,-0.373908425,-0.570337122,-0.14683751,-0.474712809,0.133643926,-0.914905753,2
-0.342339194,0.627375435,-0.62166810,0.544386117,-1.17147315,0.490672485,-0.258890378,1.70686473,-0.892852148,-1.17710523,2.119523028,-1.093849646,0.774819237,0.817416254,1.790827632,1.96123217,-0.1639507,1.687616926,-0.041467183,-0.310947083,1
0.624297077,-1.252511188,-0.81798170,0.536323567,1.35322857,-1.329318362,1.495732896,0.09520335,0.975764312,-0.51015541,0.337051566,0.054278534,0.220827465,0.575556333,-0.249491246,-0.187444153,0.26381225,-0.641955378,1.890835053,-0.92455847,2
-0.31353096,0.346600539,0.12283710,1.166125944,-0.02491657,0.677241083,-0.109344752,0.78513109,-0.091891051,0.16346652,0.464569629,-0.305947788,-0.493222003,1.365960206,0.104109428,2.594600101,0.05218661,-0.411659469,0.501496949,-0.978400672,1
2.21941367,-1.697887809,0.21662170,-0.343384065,1.98619181,-0.700256147,0.002177714,0.38743816,1.342151599,0.27391323,1.033998633,0.014883869,-0.305430281,-0.35232813,2.233686578,-1.764079817,0.31763316,-0.951943892,-1.144875345,-0.313850213,2
-1.449222222,-1.022934226,0.66313650,0.180761495,1.03703984,0.308330508,0.966443129,0.9093958,2.145717869,1.26435614,0.472576369,1.407024435,1.631866983,-1.007171904,1.889706098,-0.494359328,1.12469488,0.794402141,2.247189453,-0.168357891,1
0.628989207,-0.642925495,0.05061466,-0.347254276,2.16561833,-0.462601431,1.990796961,0.34122841,-0.586645712,0.05990422,0.804627769,-0.589372912,0.31729483,0.10037358,1.562989139,0.754017507,-0.98269213,-1.044810086,-0.141046339,1.166173705,2
-1.371591654,-1.704029482,-0.61058980,-0.617273545,0.442558,-0.807870397,0.293037824,-1.46202101,-1.201498697,-2.54068155,-0.570014717,1.132467778,0.342805406,0.208013618,0.24244561,-1.038167024,1.15331517,-0.090996486,-0.522399676,-1.3521628,2
1.054751668,0.732786448,-0.13107710,0.108281217,-0.04384113,-1.219286539,0.463772886,-0.98829766,-0.415362748,-0.78564166,-0.374570033,-0.588615123,-0.394139352,0.833167767,-0.965020833,1.318296912,0.37823905,-0.130367249,0.080053286,-0.041469199,2
