1.2208,-1.1525,-0.0370,1.5994,-0.7605,0.9831,-1.1292,-0.7248,0.9568,-0.3929,0.4165,1.1067,0.5976,0.4962,1.7690,0.0336,1.6195,0.7100,0.7935,-0.8624,1
2.0868,-2.5990,0.2305,1.2652,0.1420,0.5692,1.1909,-2.2274,0.7070,2.2726,2.5593,-0.0970,1.3834,-0.5899,2.2805,0.6182,0.9334,3.9471,-2.2455,-1.0894,0
1.3351,1.3021,3.5483,2.7062,-1.9340,2.5310,-1.5203,1.1957,3.3846,-1.1957,5.6007,-1.9149,3.2181,-0.5308,-2.0416,-0.8971,-2.4986,0.2490,2.6523,-1.3590,0
-1.8039,1.0323,0.9885,1.0809,-3.6804,3.1942,-2.4430,0.8570,0.7195,-3.1980,-0.3439,-2.9362,-3.7128,-2.1711,1.6646,0.7476,-4.4259,0.9299,-0.0943,0.9891,0
0.6541,4.7644,-2.1735,0.7941,3.6956,0.2810,0.7573,2.4346,0.6174,-0.1472,-3.3206,1.4706,-2.5987,3.0801,2.0498,1.8766,-1.8044,1.1653,-1.6016,1.2561,0
0.1333,-1.4410,-1.3759,0.7442,2.0663,-0.6514,1.8252,1.9687,-0.0003,0.3072,0.5464,0.0277,0.5061,0.2368,1.4933,0.8435,1.5482,-0.4750,0.7930,0.1040,1
0.9630,-0.9673,0.0882,0.4960,0.9315,0.2276,2.1743,-1.6744,-0.6011,0.4399,1.3391,-0.1945,-1.6202,0.5856,0.2387,0.9309,1.1105,0.0784,0.8949,-0.0086,1
1.4577,1.4704,-2.8913,-0.2194,1.6824,1.6782,-0.2118,1.6898,-1.2049,0.7745,-0.7788,2.7481,-0.1941,-0.8506,3.9118,-1.4186,0.6375,3.7562,3.8804,2.5897,0
1.0105,-0.7011,2.0552,1.4957,-2.8622,-1.1124,-3.4690,0.7803,-2.4783,-3.5216,4.5927,-2.5802,1.0047,3.0990,0.3001,-3.6477,0.6827,-1.4597,-0.3634,1.2351,0
1.5762,-1.9151,0.8801,1.5831,0.3381,-0.6581,1.9947,-0.3556,-0.3227,0.6533,-0.4827,-0.1976,-0.2586,0.0597,-0.7206,0.1517,-0.7472,-1.1080,-0.2451,1.1325,1
-0.4996,0.6373,-0.7063,1.4504,2.1267,0.4891,-1.0696,1.4469,0.4188,-0.4256,-0.4904,1.4097,1.2060,0.5473,1.5507,-0.1600,-0.4267,0.1545,2.8858,0.4052,1
-0.3654,0.8232,1.3236,-2.4406,2.5830,1.2798,1.1994,-2.6343,-2.4295,-2.3900,-1.3035,-1.5898,-0.4874,-0.5986,0.2045,-0.6435,0.2921,-3.1144,2.1935,1.0865,0
0.7433,-1.7595,-1.1382,-0.0030,2.9009,2.2223,1.4144,2.0144,0.3410,0.7618,0.1029,-0.3744,1.1020,-0.1659,0.6313,1.2582,0.1818,1.3618,0.8387,-0.1090,1
0.8717,-2.0142,2.9849,-2.4406,-0.8454,-0.6779,-3.4924,-0.3737,2.5514,1.3994,-4.4409,-3.1041,0.1565,1.4842,0.6397,0.6517,0.9805,1.2197,-0.4380,-0.9499,0
0.6899,1.9387,-0.0561,1.8156,0.3745,0.4847,0.5612,-1.2574,1.4714,0.8786,0.5109,1.5135,-0.4264,-0.5416,-0.1357,0.4672,0.4647,2.3950,1.8277,0.1876,1
-1.6086,0.1358,-1.3173,2.6515,2.4591,-2.3364,-0.7966,0.6603,-2.0450,-0.8366,0.4047,-1.0750,1.4692,0.1524,-0.9441,0.4670,0.2218,-1.6290,-0.2473,2.5805,0
-1.4604,0.6886,0.2313,-1.1114,-3.2543,-0.9325,-1.1785,-2.1826,-3.4536,-0.2184,0.7070,2.5694,-2.6816,0.3814,3.5584,-1.5161,-0.0403,1.0493,-2.9967,0.2445,0
0.5276,-0.0595,-0.6145,2.1966,0.1054,0.6945,0.8587,1.8060,0.0167,0.6849,-0.3579,-0.6603,0.4674,0.8630,2.0566,-2.1171,-0.8300,-0.3114,0.9218,0.8147,1
1.6425,-1.9552,0.3183,1.1498,1.6726,1.3899,2.3636,-0.9056,-0.7136,-3.0779,-1.4555,1.7048,-4.1441,0.6766,-2.9447,3.0367,1.0271,-0.1909,-0.5105,-0.5500,0
-2.6333,-0.0380,0.6922,-1.9914,-0.7611,-1.9760,-0.3088,-0.5048,-0.1166,-2.9185,5.4917,1.8913,0.6631,-0.8718,-2.6885,-0.3495,0.3413,-3.5454,0.7638,0.8164,0
-1.2480,2.0920,1.0211,0.4197,-1.6018,-1.7292,-2.3109,-1.0595,0.0159,-3.3865,-1.0346,-0.8568,0.1734,3.0554,2.1310,-2.3184,5.5334,-0.3867,1.5383,1.3000,0
0.4144,0.0020,0.4834,-1.1830,0.3549,0.1188,-0.4531,-0.1726,-0.0760,0.9875,1.6823,2.3841,1.0340,0.7756,0.3968,0.9922,1.7091,1.0573,1.4944,-1.7735,1
1.1728,0.3566,0.1779,0.4218,2.4511,0.4069,0.4209,1.0365,-0.3511,0.0495,-1.2882,0.2397,-1.1031,1.0613,0.1675,-0.9078,0.1169,0.5947,-0.3850,-0.3116,1
1.9328,-1.0433,-0.0186,0.9121,-0.2555,2.9093,0.0873,0.9716,-1.0260,-0.5177,2.6072,-3.1969,2.8002,0.1447,1.2344,1.4123,1.0107,-0.7942,-0.6054,0.1674,0
-2.5269,-1.5226,-0.3404,0.9720,0.5753,-0.4761,2.1790,0.9996,1.8000,1.1757,0.4731,-0.0350,-0.0761,-0.0100,0.7739,0.5501,0.5970,-0.4339,0.1966,1.6411,1
0.1375,1.1695,1.2962,-1.4216,0.7730,0.5457,0.9832,0.9175,-1.3868,0.3827,1.2519,1.3603,0.9032,-1.2141,0.8339,2.5800,1.8211,0.1152,0.9391,-2.0598,1
0.1542,1.7678,1.1203,2.6580,-0.2929,0.1486,-0.5431,-0.0923,0.8697,0.8326,1.2971,0.2744,-0.4339,0.1955,-0.3411,-1.0025,0.4487,1.1975,0.9522,0.0166,1
-1.2590,-1.1171,0.9980,0.3659,-0.0373,-0.5183,0.5502,-0.0004,1.4974,0.2887,-0.7961,2.8642,0.9854,0.9381,0.2355,0.7962,0.3024,1.7499,-0.9861,0.0844,1
2.2054,0.4471,-3.1180,2.3265,-2.3219,0.8273,-0.9126,2.1102,0.7859,2.7746,0.0056,0.6961,-0.9319,-2.0763,-2.5384,-2.3529,2.1686,0.1769,-3.7264,-0.3276,0
-3.7436,4.2701,1.1394,-2.7260,-1.2172,0.1239,-0.8414,-0.5088,-1.2417,0.5561,1.5601,-0.0110,-3.1169,-2.6201,-2.0921,-2.5969,-0.2579,1.0901,1.4670,-1.0177,0
-0.5011,1.5331,1.3457,-1.2489,-2.5565,1.7119,-2.6853,1.1352,-2.8804,-1.0173,-3.4259,2.6983,4.2892,-1.7705,2.5528,1.3360,-0.7605,0.3461,0.2430,-1.2461,0
3.2618,-0.9421,0.0816,-3.0012,-2.2634,1.0267,-0.2619,4.4201,3.8011,-1.1397,1.6358,-1.0162,0.3432,-0.2147,0.0134,-0.6487,-3.7803,-1.3197,2.6765,-1.2073,0
2.9086,-0.6685,-1.2069,0.7330,-2.6876,-1.0860,4.6064,0.9950,-4.3503,1.3793,-4.1194,-1.3944,0.3159,3.5742,4.6620,1.6347,-0.8462,2.9310,-2.2053,2.2003,0
